ticker,Name
DANSKE DC EQUITY,Danske Bank A/S
DB1 GY EQUITY,Deutsche Boerse AG
DBK GY EQUITY,Deutsche Bank AG
DEQ GY EQUITY,Deutsche EuroShop AG
DEXB BB EQUITY,Dexia SA
DLG LN EQUITY,Direct Line Insurance Group PLC
DLN LN EQUITY,Derwent London PLC
DNB NO EQUITY,DNB ASA
DWNI GY EQUITY,Deutsche Wohnen SE
EBS AV EQUITY,Erste Group Bank AG
ECMPA NA EQUITY,Eurocommercial Properties NV
EFGN SE EQUITY,EFG International AG
ENX FP EQUITY,Euronext NV
ETE GA EQUITY,National Bank of Greece SA
EUROB GA EQUITY,Eurobank Ergasias SA
EXO IM EQUITY,EXOR NV
FABG SS EQUITY,Fabege AB
FBK IM EQUITY,FinecoBank Banca Fineco SpA
G IM EQUITY,Assicurazioni Generali SpA
GAM SE EQUITY,GAM Holding AG
GBLB BB EQUITY,Groupe Bruxelles Lambert SA
GFC FP EQUITY,Gecina SA
GJF NO EQUITY,Gjensidige Forsikring ASA
GLE FP EQUITY,Societe Generale SA
GLJ GY EQUITY,GRENKE AG
GPOR LN EQUITY,Great Portland Estates PLC
HELN SE EQUITY,Helvetia Holding AG
HL/ LN EQUITY,Hargreaves Lansdown PLC
HMSO LN EQUITY,Hammerson PLC
HNR1 GY EQUITY,Hannover Rueck SE
HSBA LN EQUITY,HSBC Holdings PLC
HSX LN EQUITY,Hiscox Ltd
HUFVA SS EQUITY,Hufvudstaden AB
ICAD FP EQUITY,ICADE
ICP LN EQUITY,Intermediate Capital Group PLC
IGG LN EQUITY,IG Group Holdings PLC
IIA AV EQUITY,IMMOFINANZ AG
III LN EQUITY,3i Group PLC
IL0A ID EQUITY,Permanent TSB Group Holdings PLC
INDUA SS EQUITY,Industrivarden AB
INGA NA EQUITY,ING Groep NV
INTRUM SS EQUITY,Intrum AB
INTU LN EQUITY,Intu Properties PLC
INVEB SS EQUITY,Investor AB
INVP LN EQUITY,Investec PLC
IPF LN EQUITY,International Personal Finance PLC
ISP IM EQUITY,Intesa Sanpaolo SpA
JUP LN EQUITY,Jupiter Fund Management PLC
JYSK DC EQUITY,Jyske Bank A/S
KBC BB EQUITY,KBC Group NV
KBCA BB EQUITY,KBC Ancora
KINVB SS EQUITY,Kinnevik AB
KN FP EQUITY,Natixis SA
KOMB CK EQUITY,Komercni banka as
LAND LN EQUITY,Land Securities Group PLC
LEG GY EQUITY,LEG Immobilien AG
LGEN LN EQUITY,Legal & General Group PLC
LI FP EQUITY,Klepierre SA
LLOY LN EQUITY,Lloyds Banking Group PLC
LN EQUITY,LINE Corp
LRE LN EQUITY,Lancashire Holdings Ltd
LSE LN EQUITY,London Stock Exchange Group PLC
LUNDB SS EQUITY,L E Lundbergforetagen AB
MAP SQ EQUITY,Mapfre SA
MB IM EQUITY,Mediobanca Banca di Credito Finanziario SpA
MF FP EQUITY,Wendel SA
MLP GY EQUITY,MLP SE
MOBN SE EQUITY,Mobimo Holding AG
MRL SQ EQUITY,Merlin Properties Socimi SA
MRO LN EQUITY,Melrose Industries PLC
MTRO LN EQUITY,Metro Bank PLC
MUV2 GY EQUITY,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen
NBG6 GY EQUITY,NUERNBERGER Beteiligungs AG
NDA SS EQUITY,Nordea Bank Abp
NN NA EQUITY,NN Group NV
OMU LN EQUITY,Old Mutual Ltd
PARG SE EQUITY,Pargesa Holding SA
PEO PW EQUITY,Bank Polska Kasa Opieki SA
PFG LN EQUITY,Provident Financial PLC
PGHN SW EQUITY,Partners Group Holding AG
PHNX LN EQUITY,Phoenix Group Holdings PLC
PKO PW EQUITY,Powszechna Kasa Oszczednosci Bank Polski SA
PRU LN EQUITY,Prudential PLC
PSPN SE EQUITY,PSP Swiss Property AG
PST IM EQUITY,Poste Italiane SpA
PZU PW EQUITY,Powszechny Zaklad Ubezpieczen SA
QLT LN EQUITY,Quilter PLC
RATOB SS EQUITY,Ratos AB
RBI AV EQUITY,Raiffeisen Bank International AG
RBS LN EQUITY,Royal Bank of Scotland Group PLC
RF FP EQUITY,Eurazeo SE
RSA LN EQUITY,RSA Insurance Group PLC
SAB SQ EQUITY,Banco de Sabadell SA
SAMPO FH EQUITY,Sampo Oyj
SAN SQ EQUITY,Banco Santander SA
SCR FP EQUITY,SCOR SE
SDR LN EQUITY,Schroders PLC
SEBA SS EQUITY,Skandinaviska Enskilda Banken AB
SGRO LN EQUITY,Segro PLC
SHB LN EQUITY,Shaftesbury PLC
SHBA SS EQUITY,Svenska Handelsbanken AB
SLA LN EQUITY,Standard Life Aberdeen PLC
SLHN SW EQUITY,Swiss Life Holding AG
SOF BB EQUITY,Sofina SA
SPL PW EQUITY,Santander Bank Polska SA
SPSN SW EQUITY,Swiss Prime Site AG
SREN SW EQUITY,Swiss Re AG
STAN LN EQUITY,Standard Chartered PLC
STB NO EQUITY,Storebrand ASA
STJ LN EQUITY,St James's Place PLC
SWEDA SS EQUITY,Swedbank AB
SYDB DC EQUITY,Sydbank A/S
TCAP LN EQUITY,TP ICAP PLC
TEG GY EQUITY,TAG Immobilien AG
TELL GA EQUITY,Bank of Greece
TOP DC EQUITY,Topdanmark A/S
TPEIR GA EQUITY,Piraeus Bank SA
TRYG DC EQUITY,Tryg A/S
UBI IM EQUITY,Unione di Banche Italiane SpA
UBSG SW EQUITY,UBS Group AG
UCG IM EQUITY,UniCredit SpA
UNI IM EQUITY,Unipol Gruppo SpA
URW NA EQUITY,Unibail-Rodamco-Westfield
US IM EQUITY,UnipolSai Assicurazioni SpA
UTG LN EQUITY,UNITE Group PLC/The
VATN SE EQUITY,Valiant Holding AG
VIG AV EQUITY,Vienna Insurance Group AG Wiener Versicherung Gruppe
VNA GY EQUITY,Vonovia SE
VPBN SE EQUITY,VP Bank AG
WCMK GY EQUITY,WCM Beteiligungs- und Grundbesitz-AG
WDP BB EQUITY,Warehouses De Pauw CVA
WHA NA EQUITY,Wereldhave NV
ZURN SW EQUITY,Zurich Insurance Group AG
