Date,BE,SP,IT,AT,GE,FR,PO,IR,FI,NE,GR
2018-02-28,0.837,1.491,2.061,0.827,0.669,0.831,1.989,1.003,0.798,0.721,4.472
2018-03-01,0.827,1.453,2.024,0.812,0.653,0.816,1.94,0.981,0.781,0.705,4.551
2018-03-02,0.829,1.477,2.022,0.809,0.646,0.814,1.964,0.988,0.78,0.706,4.448
2018-03-05,0.826,1.44,2.081,0.811,0.646,0.81,1.954,0.991,0.78,0.703,4.445
2018-03-06,0.851,1.447,2.079,0.842,0.689,0.844,1.918,1.006,0.817,0.743,4.378
2018-03-07,0.838,1.41,2.046,0.822,0.676,0.819,1.869,0.986,0.792,0.725,4.317
2018-03-08,0.805,1.368,1.978,0.793,0.645,0.787,1.818,0.959,0.762,0.693,4.229
2018-03-09,0.83,1.387,1.993,0.809,0.658,0.808,1.847,0.982,0.776,0.725,4.24
2018-03-12,0.813,1.363,1.999,0.794,0.64,0.791,1.813,0.972,0.761,0.715,4.209
2018-03-13,0.807,1.359,1.995,0.787,0.631,0.783,1.791,0.965,0.761,0.713,4.194
2018-03-14,0.775,1.359,2.009,0.759,0.601,0.756,1.793,0.958,0.741,0.682,4.216
2018-03-15,0.758,1.342,1.987,0.745,0.586,0.737,1.775,0.933,0.725,0.665,4.272
2018-03-16,0.754,1.336,1.981,0.738,0.58,0.729,1.745,0.927,0.722,0.66,4.242
2018-03-19,0.755,1.304,1.973,0.736,0.58,0.73,1.738,0.925,0.719,0.658,4.248
2018-03-20,0.759,1.272,1.916,0.743,0.59,0.735,1.728,0.925,0.729,0.669,4.24
2018-03-21,0.776,1.304,1.941,0.757,0.603,0.745,1.763,0.94,0.737,0.683,4.276
2018-03-22,0.706,1.261,1.893,0.69,0.533,0.677,1.75,0.872,0.666,0.613,4.347
2018-03-23,0.719,1.25,1.887,0.702,0.539,0.677,1.721,0.882,0.671,0.615,4.421
2018-03-26,0.714,1.245,1.93,0.698,0.534,0.679,1.724,0.884,0.666,0.61,4.47
2018-03-27,0.684,1.213,1.879,0.677,0.513,0.655,1.66,0.855,0.643,0.589,4.399
2018-03-28,0.68,1.194,1.85,0.679,0.507,0.65,1.642,0.853,0.643,0.583,4.39
2018-03-29,0.676,1.138,1.796,0.676,0.502,0.638,1.606,0.841,0.636,0.575,4.33
2018-04-03,0.689,1.167,1.806,0.699,0.514,0.649,1.64,0.848,0.649,0.588,4.28
2018-04-04,0.68,1.146,1.757,0.686,0.502,0.635,1.622,0.813,0.639,0.578,4.136
2018-04-05,0.715,1.192,1.791,0.708,0.533,0.668,1.654,0.842,0.671,0.609,4.04
2018-04-06,0.696,1.207,1.8,0.677,0.504,0.649,1.684,0.825,0.644,0.583,4.041
2018-04-09,0.71,1.214,1.785,0.685,0.518,0.658,1.685,0.843,0.658,0.597,4.033
2018-04-10,0.737,1.246,1.81,0.704,0.535,0.687,1.722,0.871,0.686,0.616,4.094
2018-04-11,0.704,1.241,1.798,0.675,0.504,0.656,1.68,0.846,0.659,0.587,4.132
2018-04-12,0.715,1.24,1.826,0.688,0.518,0.67,1.694,0.865,0.671,0.596,4.06
2018-04-13,0.708,1.23,1.81,0.688,0.52,0.666,1.658,0.86,0.67,0.595,4.149
2018-04-16,0.713,1.236,1.819,0.7,0.534,0.676,1.646,0.87,0.681,0.61,4.114
2018-04-17,0.698,1.217,1.772,0.684,0.522,0.66,1.622,0.852,0.666,0.598,4.085
2018-04-18,0.715,1.217,1.74,0.703,0.542,0.676,1.616,0.866,0.68,0.617,4.054
2018-04-19,0.769,1.269,1.787,0.761,0.6,0.731,1.65,0.921,0.738,0.675,4.09
2018-04-20,0.774,1.277,1.795,0.769,0.608,0.738,1.653,0.928,0.743,0.681,4.104
2018-04-23,0.801,1.303,1.807,0.798,0.64,0.766,1.689,0.959,0.773,0.713,4.101
2018-04-24,0.801,1.296,1.789,0.8,0.642,0.771,1.676,0.962,0.779,0.717,4.055
2018-04-25,0.81,1.3,1.795,0.804,0.647,0.784,1.709,0.974,0.788,0.724,4.048
2018-04-26,0.775,1.265,1.765,0.765,0.606,0.745,1.676,0.938,0.751,0.681,4.02
2018-04-27,0.751,1.254,1.759,0.739,0.58,0.722,1.64,0.913,0.726,0.655,3.999
2018-04-30,0.751,1.272,1.799,0.739,0.577,0.721,1.662,0.92,0.722,0.651,3.914
2018-05-02,0.77,1.293,1.795,0.754,0.591,0.734,1.674,0.932,0.736,0.667,4.009
2018-05-03,0.738,1.253,1.765,0.716,0.548,0.698,1.647,0.901,0.697,0.627,4.086
2018-05-04,0.752,1.289,1.814,0.727,0.558,0.713,1.695,0.918,0.707,0.638,4.211
2018-05-07,0.737,1.267,1.779,0.711,0.542,0.698,1.669,0.902,0.692,0.625,4.197
2018-05-08,0.771,1.321,1.886,0.748,0.571,0.731,1.737,0.939,0.722,0.656,4.274
2018-05-09,0.771,1.3,1.894,0.754,0.576,0.733,1.707,0.935,0.726,0.659,4.296
2018-05-10,0.761,1.309,1.953,0.74,0.562,0.722,1.724,0.92,0.709,0.641,4.196
2018-05-11,0.768,1.287,1.905,0.755,0.578,0.728,1.69,0.929,0.725,0.655,4.118
2018-05-14,0.81,1.321,1.937,0.801,0.628,0.771,1.706,0.969,0.771,0.701,4.141
2018-05-15,0.836,1.351,1.967,0.826,0.654,0.797,1.733,0.994,0.798,0.73,4.23
2018-05-16,0.823,1.405,2.125,0.801,0.627,0.787,1.798,0.991,0.775,0.705,4.439
2018-05-17,0.847,1.417,2.152,0.829,0.655,0.811,1.805,1.015,0.807,0.733,4.514
2018-05-18,0.808,1.44,2.252,0.774,0.598,0.773,1.862,0.984,0.752,0.677,4.59
2018-05-21,0.811,1.52,2.41,0.748,0.559,0.774,1.992,0.994,0.73,0.65,4.561
2018-05-22,0.824,1.458,2.345,0.771,0.58,0.776,1.943,1.016,0.76,0.67,4.436
2018-05-23,0.801,1.446,2.432,0.749,0.52,0.744,1.952,0.991,0.72,0.619,4.412
2018-05-24,0.755,1.403,2.398,0.717,0.491,0.7,1.904,0.946,0.698,0.589,4.297
2018-05-25,0.714,1.483,2.484,0.685,0.432,0.659,1.952,0.945,0.66,0.545,4.438
2018-05-28,0.68,1.511,2.693,0.609,0.35,0.616,2.032,0.933,0.594,0.47,4.418
2018-05-29,0.663,1.607,3.23,0.618,0.308,0.601,2.212,0.966,0.565,0.444,4.822
2018-05-30,0.708,1.605,3.057,0.675,0.37,0.636,2.112,1.007,0.623,0.493,4.654
2018-05-31,0.678,1.522,2.89,0.635,0.355,0.602,1.987,0.935,0.6,0.477,4.641
2018-06-01,0.715,1.456,2.788,0.658,0.403,0.646,1.906,0.957,0.628,0.507,4.596
2018-06-04,0.731,1.336,2.589,0.672,0.439,0.668,1.766,0.961,0.65,0.544,4.545
2018-06-05,0.704,1.381,2.783,0.642,0.405,0.648,1.814,0.936,0.627,0.518,4.586
2018-06-06,0.798,1.495,2.987,0.733,0.492,0.746,1.946,1.031,0.714,0.608,4.683
2018-06-07,0.836,1.447,3.031,0.771,0.526,0.781,1.999,1.06,0.748,0.644,4.656
2018-06-08,0.833,1.469,3.162,0.735,0.472,0.755,2.05,1.039,0.714,0.597,4.772
2018-06-11,0.859,1.445,2.872,0.781,0.526,0.792,1.987,1.074,0.757,0.638,4.563
2018-06-12,0.837,1.454,2.917,0.77,0.518,0.777,1.999,1.043,0.745,0.627,4.586
2018-06-13,0.79,1.424,2.88,0.742,0.501,0.732,1.966,0.997,0.715,0.605,4.646
2018-06-14,0.733,1.373,2.797,0.683,0.459,0.662,1.942,0.935,0.657,0.552,4.654
2018-06-15,0.691,1.319,2.645,0.652,0.433,0.624,1.828,0.89,0.627,0.521,4.575
2018-06-18,0.69,1.285,2.6,0.648,0.435,0.619,1.773,0.878,0.63,0.519,4.489
2018-06-19,0.689,1.275,2.62,0.63,0.409,0.597,1.76,0.845,0.607,0.497,4.45
2018-06-20,0.687,1.282,2.613,0.631,0.411,0.602,1.778,0.845,0.611,0.5,4.427
2018-06-21,0.674,1.365,2.823,0.614,0.371,0.595,1.859,0.831,0.579,0.463,4.389
2018-06-22,0.686,1.399,2.773,0.621,0.376,0.602,1.845,0.843,0.589,0.466,4.21
2018-06-25,0.687,1.394,2.88,0.613,0.365,0.606,1.855,0.842,0.587,0.457,4.207
2018-06-26,0.705,1.431,2.963,0.632,0.375,0.63,1.9,0.866,0.608,0.471,4.211
2018-06-27,0.683,1.398,2.868,0.613,0.36,0.607,1.872,0.843,0.598,0.454,4.155
2018-06-28,0.667,1.404,2.845,0.6,0.347,0.588,1.853,0.825,0.584,0.439,4.143
2018-06-29,0.635,1.36,2.729,0.575,0.341,0.558,1.811,0.795,0.564,0.428,4.053
2018-07-02,0.624,1.324,2.695,0.56,0.331,0.546,1.783,0.792,0.55,0.418,4.062
2018-07-03,0.617,1.333,2.707,0.555,0.33,0.538,1.774,0.784,0.54,0.42,4.039
2018-07-04,0.623,1.332,2.693,0.56,0.339,0.544,1.774,0.794,0.544,0.428,4.046
2018-07-05,0.62,1.362,2.776,0.553,0.332,0.536,1.824,0.786,0.546,0.422,4.108
2018-07-06,0.62,1.347,2.783,0.542,0.324,0.534,1.846,0.785,0.54,0.416,4.036
2018-07-09,0.638,1.336,2.738,0.55,0.341,0.545,1.817,0.796,0.545,0.427,3.946
2018-07-10,0.648,1.317,2.753,0.564,0.356,0.553,1.795,0.812,0.558,0.444,3.926
2018-07-11,0.644,1.337,2.764,0.559,0.349,0.549,1.805,0.814,0.55,0.438,3.954
2018-07-12,0.615,1.331,2.731,0.544,0.333,0.538,1.791,0.823,0.531,0.422,3.955
2018-07-13,0.593,1.31,2.657,0.532,0.32,0.521,1.775,0.804,0.504,0.401,3.943
2018-07-16,0.631,1.331,2.666,0.567,0.354,0.557,1.818,0.836,0.537,0.434,3.956
2018-07-17,0.604,1.297,2.552,0.544,0.33,0.532,1.779,0.804,0.512,0.41,3.94
2018-07-18,0.606,1.327,2.594,0.536,0.324,0.527,1.794,0.8,0.51,0.404,3.954
2018-07-19,0.612,1.329,2.578,0.534,0.319,0.531,1.792,0.802,0.511,0.402,3.958
2018-07-20,0.654,1.354,2.653,0.577,0.352,0.574,1.815,0.846,0.551,0.437,3.968
2018-07-23,0.682,1.363,2.712,0.612,0.386,0.612,1.817,0.879,0.589,0.471,3.951
2018-07-24,0.662,1.351,2.731,0.598,0.375,0.598,1.808,0.865,0.583,0.463,3.953
2018-07-25,0.655,1.328,2.733,0.59,0.369,0.588,1.772,0.857,0.579,0.457,3.924
2018-07-26,0.661,1.342,2.767,0.602,0.382,0.597,1.771,0.867,0.593,0.467,3.932
2018-07-27,0.67,1.354,2.808,0.608,0.39,0.607,1.761,0.875,0.596,0.474,3.926
2018-07-30,0.717,1.412,2.859,0.641,0.434,0.655,1.82,0.925,0.633,0.515,3.971
2018-07-31,0.702,1.381,2.803,0.628,0.425,0.639,1.795,0.907,0.619,0.505,4.064
2018-08-01,0.755,1.434,2.852,0.671,0.468,0.691,1.832,0.952,0.667,0.551,4.057
2018-08-02,0.758,1.443,2.983,0.661,0.445,0.685,1.856,0.937,0.656,0.532,4.197
2018-08-03,0.727,1.414,3,0.62,0.395,0.648,1.831,0.895,0.619,0.488,4.198
2018-08-06,0.693,1.386,2.977,0.603,0.376,0.62,1.801,0.872,0.599,0.469,4.091
2018-08-07,0.707,1.388,2.967,0.626,0.397,0.639,1.81,0.89,0.618,0.487,4.082
2018-08-08,0.7,1.393,2.956,0.621,0.391,0.635,1.819,0.886,0.612,0.48,4.087
2018-08-09,0.691,1.388,2.968,0.6,0.365,0.616,1.823,0.869,0.591,0.456,4.213
2018-08-10,0.653,1.404,3.07,0.555,0.311,0.577,1.833,0.832,0.547,0.408,4.316
2018-08-13,0.673,1.448,3.17,0.563,0.31,0.591,1.891,0.852,0.555,0.41,4.404
2018-08-14,0.675,1.41,3.147,0.571,0.321,0.591,1.871,0.86,0.56,0.417,4.377
2018-08-15,0.654,1.436,3.282,0.545,0.288,0.568,1.905,0.838,0.528,0.388,4.384
2018-08-16,0.667,1.431,3.217,0.563,0.304,0.58,1.908,0.852,0.549,0.405,4.436
2018-08-17,0.653,1.442,3.245,0.548,0.291,0.566,1.913,0.844,0.536,0.392,4.442
2018-08-20,0.645,1.392,3.164,0.542,0.289,0.559,1.864,0.836,0.53,0.387,4.436
2018-08-21,0.665,1.354,3.066,0.57,0.321,0.581,1.822,0.859,0.558,0.418,4.372
2018-08-22,0.684,1.371,3.146,0.589,0.34,0.6,1.851,0.878,0.577,0.436,4.325
2018-08-23,0.675,1.368,3.194,0.587,0.338,0.59,1.861,0.873,0.572,0.433,4.32
2018-08-24,0.674,1.384,3.236,0.584,0.336,0.591,1.878,0.872,0.569,0.431,4.325
2018-08-27,0.701,1.402,3.259,0.616,0.366,0.619,1.893,0.899,0.592,0.459,4.33
2018-08-28,0.708,1.45,3.28,0.627,0.377,0.629,1.932,0.911,0.598,0.47,4.314
2018-08-29,0.723,1.461,3.234,0.649,0.4,0.647,1.956,0.93,0.624,0.493,4.359
2018-08-30,0.684,1.469,3.312,0.599,0.347,0.607,1.976,0.889,0.574,0.447,4.512
2018-08-31,0.679,1.473,3.357,0.584,0.329,0.599,1.985,0.877,0.56,0.433,4.537
2018-09-03,0.688,1.454,3.296,0.59,0.33,0.61,1.968,0.887,0.564,0.438,4.567
2018-09-04,0.688,1.429,3.137,0.602,0.354,0.612,1.928,0.889,0.578,0.451,4.665
2018-09-05,0.71,1.451,3.041,0.623,0.385,0.637,1.932,0.91,0.598,0.476,4.672
2018-09-06,0.684,1.452,3.003,0.588,0.348,0.608,1.939,0.879,0.561,0.444,4.525
2018-09-07,0.711,1.462,2.99,0.619,0.379,0.633,1.959,0.901,0.586,0.475,4.446
2018-09-10,0.711,1.456,2.866,0.628,0.399,0.632,1.938,0.898,0.595,0.489,4.339
2018-09-11,0.741,1.47,2.89,0.655,0.427,0.66,1.953,0.927,0.628,0.515,4.25
2018-09-12,0.725,1.464,2.916,0.637,0.406,0.644,1.927,0.911,0.614,0.498,4.246
2018-09-13,0.736,1.475,2.905,0.651,0.42,0.656,1.929,0.928,0.628,0.508,4.176
2018-09-14,0.759,1.486,2.933,0.669,0.441,0.683,1.922,0.954,0.65,0.527,4.219
2018-09-17,0.76,1.492,2.807,0.682,0.454,0.692,1.903,0.961,0.667,0.54,4.186
2018-09-18,0.776,1.504,2.722,0.701,0.472,0.708,1.918,0.978,0.686,0.561,4.201
2018-09-19,0.792,1.525,2.808,0.711,0.481,0.722,1.954,0.996,0.694,0.575,4.229
2018-09-20,0.789,1.518,2.828,0.708,0.476,0.718,1.947,0.992,0.69,0.57,4.2
2018-09-21,0.774,1.495,2.768,0.692,0.457,0.702,1.934,0.976,0.671,0.55,4.201
2018-09-24,0.828,1.528,2.895,0.744,0.508,0.755,1.961,1.028,0.722,0.598,4.24
2018-09-25,0.855,1.529,2.828,0.771,0.537,0.781,1.957,1.056,0.747,0.627,4.199
2018-09-26,0.844,1.519,2.767,0.758,0.526,0.769,1.953,1.046,0.735,0.615,4.167
2018-09-27,0.851,1.512,2.83,0.762,0.527,0.772,1.938,1.05,0.741,0.618,4.171
2018-09-28,0.813,1.508,3.117,0.712,0.47,0.731,1.951,1.013,0.7,0.568,4.279
2018-10-01,0.828,1.531,3.252,0.722,0.478,0.747,1.97,1.024,0.707,0.575,4.318
2018-10-02,0.794,1.543,3.376,0.68,0.427,0.714,1.97,0.99,0.665,0.526,4.42
2018-10-03,0.82,1.541,3.262,0.718,0.468,0.741,1.958,1.02,0.7,0.564,4.547
2018-10-04,0.877,1.572,3.272,0.772,0.533,0.799,1.98,1.08,0.759,0.625,4.624
2018-10-05,0.897,1.588,3.393,0.802,0.562,0.82,2.004,1.099,0.786,0.655,4.617
2018-10-08,0.887,1.606,3.525,0.781,0.542,0.813,2.033,1.092,0.767,0.637,4.766
2018-10-09,0.884,1.616,3.495,0.775,0.536,0.81,2.044,1.09,0.766,0.635,4.701
2018-10-10,0.899,1.629,3.466,0.785,0.55,0.828,2.029,1.114,0.782,0.649,4.569
2018-10-11,0.882,1.655,3.543,0.755,0.52,0.809,2.089,1.106,0.757,0.62,4.606
2018-10-12,0.872,1.688,3.526,0.742,0.506,0.798,2.108,1.098,0.747,0.61,4.527
2018-10-15,0.876,1.695,3.519,0.742,0.503,0.8,2.073,1.099,0.742,0.608,4.518
2018-10-16,0.857,1.665,3.405,0.737,0.496,0.779,2.011,1.078,0.736,0.601,4.433
2018-10-17,0.837,1.667,3.501,0.709,0.464,0.75,2.015,1.056,0.703,0.571,4.444
2018-10-18,0.849,1.751,3.637,0.689,0.44,0.747,2.095,1.057,0.687,0.553,4.553
2018-10-19,0.878,1.761,3.507,0.715,0.451,0.771,2.108,1.083,0.716,0.566,4.508
2018-10-22,0.869,1.72,3.445,0.72,0.455,0.758,2.081,1.068,0.722,0.572,4.444
2018-10-23,0.835,1.687,3.52,0.692,0.423,0.73,2.07,1.038,0.688,0.541,4.449
2018-10-24,0.806,1.648,3.587,0.666,0.395,0.704,2.052,1.016,0.661,0.515,4.439
2018-10-25,0.806,1.607,3.463,0.675,0.401,0.708,2.006,1.021,0.666,0.519,4.383
2018-10-26,0.765,1.587,3.425,0.63,0.351,0.672,1.984,0.983,0.62,0.475,4.439
2018-10-29,0.775,1.567,3.262,0.652,0.389,0.687,1.948,0.993,0.647,0.506,4.364
2018-10-30,0.775,1.594,3.431,0.645,0.386,0.688,1.961,0.99,0.642,0.505,4.409
2018-10-31,0.775,1.575,3.373,0.653,0.393,0.688,1.948,1.002,0.647,0.512,4.398
2018-11-01,0.785,1.595,3.343,0.668,0.415,0.701,1.959,1.024,0.659,0.522,4.391
2018-11-02,0.81,1.602,3.27,0.687,0.439,0.724,1.956,1.049,0.678,0.542,4.448
2018-11-05,0.82,1.596,3.263,0.692,0.438,0.731,1.963,1.061,0.683,0.542,4.446
2018-11-06,0.825,1.612,3.357,0.695,0.437,0.737,1.976,1.055,0.689,0.547,4.497
2018-11-07,0.844,1.631,3.298,0.714,0.459,0.754,2.008,1.06,0.71,0.569,4.474
2018-11-08,0.852,1.637,3.357,0.718,0.463,0.76,2.023,1.059,0.72,0.576,4.488
2018-11-09,0.828,1.628,3.364,0.679,0.421,0.731,2.023,1.034,0.681,0.54,4.544
2018-11-12,0.824,1.63,3.415,0.663,0.4,0.718,2.029,1.026,0.663,0.525,4.557
2018-11-13,0.835,1.634,3.408,0.684,0.417,0.725,2.028,1.038,0.677,0.539,4.611
2018-11-14,0.838,1.65,3.468,0.692,0.412,0.728,2.049,1.041,0.678,0.538,4.661
2018-11-15,0.803,1.663,3.471,0.653,0.369,0.694,2.055,1.029,0.637,0.498,4.724
2018-11-16,0.819,1.672,3.477,0.666,0.382,0.709,2.06,1.084,0.65,0.509,4.722
2018-11-19,0.84,1.688,3.567,0.678,0.388,0.726,2.07,1.085,0.659,0.52,4.682
2018-11-20,0.821,1.682,3.603,0.665,0.363,0.704,2.065,1.078,0.65,0.505,4.841
2018-11-21,0.832,1.672,3.445,0.691,0.388,0.711,2.046,1.066,0.677,0.531,4.806
2018-11-22,0.831,1.67,3.381,0.694,0.388,0.699,2.029,1.058,0.674,0.529,4.741
2018-11-23,0.808,1.67,3.375,0.659,0.353,0.673,2.025,1.031,0.64,0.496,4.709
2018-11-26,0.822,1.597,3.241,0.677,0.377,0.689,1.972,1.048,0.658,0.514,4.546
2018-11-27,0.807,1.589,3.269,0.661,0.358,0.677,1.957,1.037,0.64,0.493,4.529
2018-11-28,0.814,1.584,3.246,0.668,0.367,0.684,1.957,1.02,0.648,0.497,4.515
2018-11-29,0.776,1.542,3.176,0.633,0.334,0.642,1.92,0.973,0.61,0.459,4.438
2018-11-30,0.77,1.539,3.199,0.628,0.327,0.633,1.911,0.965,0.601,0.448,4.438
2018-12-03,0.783,1.531,3.095,0.628,0.328,0.645,1.893,0.974,0.604,0.45,4.348
2018-12-04,0.759,1.526,3.12,0.591,0.287,0.619,1.904,0.95,0.568,0.419,4.395
2018-12-05,0.762,1.497,3.039,0.598,0.29,0.628,1.883,0.954,0.572,0.422,4.322
2018-12-06,0.729,1.497,3.173,0.558,0.244,0.6,1.889,0.928,0.53,0.38,4.416
2018-12-07,0.754,1.492,3.113,0.589,0.275,0.636,1.886,0.964,0.558,0.413,4.404
2018-12-10,0.748,1.482,3.07,0.583,0.261,0.645,1.869,0.968,0.55,0.404,4.409
2018-12-11,0.766,1.473,3.082,0.578,0.249,0.666,1.839,0.985,0.549,0.398,4.419
2018-12-12,0.764,1.467,2.969,0.611,0.283,0.675,1.803,1.023,0.579,0.424,4.421
2018-12-13,0.776,1.467,2.931,0.614,0.294,0.679,1.77,1.022,0.585,0.433,4.413
2018-12-14,0.761,1.456,2.926,0.585,0.272,0.667,1.752,1.012,0.565,0.412,4.407
2018-12-17,0.781,1.444,2.931,0.594,0.28,0.69,1.734,1.027,0.576,0.424,4.488
2018-12-18,0.769,1.423,2.926,0.586,0.269,0.677,1.722,0.999,0.566,0.414,4.529
2018-12-19,0.793,1.428,2.775,0.581,0.264,0.673,1.74,0.98,0.563,0.41,4.439
2018-12-20,0.781,1.421,2.713,0.571,0.256,0.649,1.748,0.944,0.55,0.398,4.43
2018-12-21,0.807,1.442,2.791,0.583,0.268,0.674,1.782,0.965,0.56,0.408,4.499
2018-12-24,0.807,1.446,2.802,0.585,0.271,0.674,1.774,0.964,0.562,0.41,4.498
2018-12-27,0.796,1.436,2.734,0.56,0.249,0.667,1.778,0.962,0.54,0.388,4.534
2018-12-28,0.811,1.472,2.726,0.576,0.267,0.684,1.819,0.981,0.56,0.405,4.52
2018-12-31,0.81,1.474,2.741,0.578,0.266,0.684,1.821,0.979,0.559,0.405,4.519
2019-01-02,0.76,1.46,2.692,0.515,0.2,0.638,1.815,0.948,0.499,0.349,4.53
2019-01-03,0.751,1.493,2.867,0.511,0.183,0.625,1.874,0.949,0.487,0.332,4.549
2019-01-04,0.795,1.533,2.865,0.567,0.24,0.668,1.917,0.999,0.533,0.38,4.544
2019-01-07,0.816,1.554,2.892,0.572,0.243,0.693,1.919,1.027,0.535,0.379,4.485
2019-01-08,0.82,1.571,2.947,0.587,0.256,0.705,1.928,1.037,0.551,0.394,4.487
2019-01-09,0.799,1.551,2.888,0.575,0.244,0.68,1.875,0.987,0.54,0.379,4.455
2019-01-10,0.769,1.514,2.891,0.561,0.229,0.652,1.827,0.978,0.524,0.363,4.48
2019-01-11,0.758,1.511,2.849,0.548,0.218,0.636,1.807,0.95,0.516,0.355,4.457
2019-01-14,0.733,1.475,2.821,0.53,0.202,0.608,1.781,0.916,0.5,0.34,4.454
2019-01-15,0.714,1.451,2.849,0.507,0.181,0.591,1.761,0.894,0.481,0.325,4.432
2019-01-16,0.73,1.439,2.742,0.527,0.206,0.607,1.754,0.912,0.504,0.349,4.382
2019-01-17,0.74,1.426,2.758,0.545,0.228,0.621,1.732,0.937,0.519,0.369,4.371
2019-01-18,0.748,1.414,2.713,0.557,0.245,0.632,1.696,0.939,0.531,0.382,4.338
2019-01-21,0.749,1.434,2.745,0.553,0.24,0.632,1.723,0.936,0.526,0.38,4.306
2019-01-22,0.729,1.405,2.721,0.532,0.218,0.613,1.659,0.912,0.502,0.363,4.292
2019-01-23,0.722,1.392,2.729,0.535,0.215,0.61,1.683,0.906,0.495,0.36,4.345
2019-01-24,0.669,1.312,2.657,0.484,0.166,0.559,1.623,0.855,0.449,0.308,4.317
2019-01-25,0.673,1.297,2.632,0.495,0.176,0.563,1.624,0.856,0.46,0.314,4.243
