,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X601236.CH.EQUITY
X600016.CH.EQUITY,0,0,0,0,0,0.0949283663418211,0,0,0,0,0,0,0,0,0.0989862962458675,0,0,0,0.0615812325941768,0,0,0,0,0,0,0.229292949874733,0.086841240985006,0.0611693176766267,0,0,0,0,0,0,0.0951568661966046,0,0,0,0,0,0,0.161389364537109,0.207358348601638,0,0,0,0,-0.820426144677517
X601998.CH.EQUITY,0,0,0,0,0.310262194182436,0,0,0,0,0,0,0.466804077407364,0,0,0,0.0771199837447222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.462594779981954,0,0,0.00213215880076989,0,0,0.275152836290178,0,0,0,0,0,0,-0.0894789050848383,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.474883813302071,0,0,0.507726159686865,-0.112051571978793,-0.13051121288412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203919335675509,0,0,0,-0.0858216831704649,0,0,0,0,0,-0.332102901621994,0,0,0,0,0,0,0.481278921821778,-0.290265669508269,0,0.161725932218214,0,0,0.174212107690651
X601688.CH.EQUITY,0.0425357582120159,0,0,0,0,0,0,0,0,0.0312480083733385,0.104400242166977,0,0,0,0,0,0,0,0,0,0,-0.112932144538898,-0.104927073402567,0,0,0,0.0634911343366772,0,0,0,0,0,0,0.141030477486202,0,-0.0740602204437932,0.199879608400446,0,0.529586476251837,0,0,0.204279068899873,0,0,0,0,0,0
X601066.CH.EQUITY,-0.0333657615530503,0,0,0.211355123798191,0,0,1.73472347597681e-18,-0.259470369348084,0,0,0.00268477886043197,0,0,0,0,0,0,-0.0763212421342748,0,0,0,0,0.357706037952983,0,0,0,0,0,-0.11016952076721,0,0,0,0,0,0.179781884693799,-0.127854718873877,0,0,0,-0.230236897150088,0,0,0,0.0162428541535592,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0375100560365045,0,0,0,0,0,0,0,0,0.21720168216819,0.0300737285634345,0,0,0,0,0,0.115281672839788,0,0,0,0,0,0,0,0.0807674047720806,0,0,0,0.229432249346898,0,0.076897660352045,0.0985537427478392,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0.0066747645438555,0,0,0,0,0,0.100211310896124,0,0,0,0,0,0,0,0,0,0,0,0,0.0218140083473624,0,0,0,0,0,0,0,0.181220187717736,0,0,0,0.357922545924298,0.181279799515115,0,0,0,0.0064340181230489,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.103705311674404,0.296633613853342,0,0,0,0,0,0.0588338479856434,0,0.0784549872276877,0,0,0,0,-0.112859692628537,0.196646011270225,-0.0232585391095415,0,0,0,-0.0273137387191022,0,0,0,0,0,0,0,0.10508912187067,0,0,0,0,0,0.108490626942956,0,0,0,0,0,0,-0.12278030200368,-0.0567826872036608,0.120471598256333,0.0590672005654565,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,-0.206566590478871,0,0,0,0,0,0,0,0,0.16017322154725,0,0.300868364776429,0,0,0,-0.138587669905942,0,0,0.145446293173052,0,0,0,0,0.150970615419847,-1.73472347597681e-18,0.306747852122834,0,0,0.140636598747645,0,0.0816638703393666,0,0,0,0,0,0,0.0204477337272002,0,0,0
X601229.CH.EQUITY,0.489220587525255,0,0,0,0,-0.0415888355133174,0,0,-0.0861273396518398,-0.0921619311079944,0,0,0.0699139803209725,0,0.0453306120533497,0,0.301210130925262,0,0,0,0,0.048745737593759,-0.174412649716443,0,0.200548340613922,0,0,0.0489108827305968,0,0,0,0,0,0,0,0.247894246372975,0,0,0,0,0,0,0,-0.0329739432070295,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0.167434117081191,0,0,0,0,0,0,0,0,-0.0148286118825655,0,0,0,-0.0262493154937295,0,0,0,0,0,0,0,0.28972790089592,0,0,0,0.00593174133238778,0,0,0,0,0,0.523163556202525,0,0,0,0,0,0,0.00113021977928689,0,-0.0386796138998165,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.014501931829694,0.0993718540286181,0,0,0,0,0,0,0.114043685728179,0,0,0,0.0503286879333585,0.141505299455867,0,0,0.162842100700382,0,0.00450698678566962,0,0,0,0,0,0,0,0,0,0,0.50223761078212,0,0,0,0,0,0,0,0,0,0,0.0363644331526179,0,-0.0233771228646382,0
X000166.CH.EQUITY,0,0.0503408635293587,0,0,0,0,0,0,0.0146748671618584,0,0,0.0657895000902247,0,0,0,-0.0185124782333799,0,0,0,0,0,0,0,0,0,0,0,0,0.122694499627959,0,0,0,0,0,0.156883916179108,0,0.152108762243075,0.0446767585117141,0.103026394658966,-0.0142570985994959,-0.0401218877904778,0,0,0,0,0.376039080788025,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.127677687607307,0,0,0,0,0,-0.391448301191324,0,0,0,0,0,0,0,0,0,0.160418261205676,0,0,0,0,0,0.0758789399442474,0.98934770737705,0,0,0,0,0,0,0,0,0.0520280751434514,0,0,-0.299370805185902,0,0,0.173169958911439,0
X600999.CH.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0646682440701348,0,0,0,0.0434221827122568,0,0.132597434738667,0,0,0.132973156705809,0,0.222165519317945,0,0,0,0,0,0.218342030545894,0,0,0,0,0,0.130531013409924,0,1.73472347597681e-18,0,0,0,0.0848661916197504,0,0,0,0,0,0.113921711277342,0,0,0.0142036274986859,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0.197144617871099,0,0,-0.501740370849311,0,0,0,0.19224834010045,0,0,0,0,0,0,0,0,0,0,0.206545355975824,0,0.3909874729432,0.24075263613021,0,0,0,-0.0157670068789288,0,0,0,0,0,0,0,0.0429209390224842,0,0,-0.109519270024042,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.0598003375857674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928107782883981,0.0690719734376681,0,0,0,0.105975526525834,0,0,0.0439155485406993,0,0,0.207479478539896,0,0,0.153381656316421,0,0,0,0,0,0.309033347205458,0,0,0,0,0,0.031396389546602
X002736.CH.EQUITY,-0.126506204826159,0,0.0180119678008741,0,0,0,0,0,0,0,0.178131913092826,0,0.164428435588141,0,0,0.0735523562615844,0,0,0,0,0,0.00465586265586917,0,0,0,0,0.0995067879690369,0,-0.0520975701871354,0,0,0,0,0,0.166673452665902,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0694368668559751,-0.0477098135238179,0.312877487762544,0,0
X000776.CH.EQUITY,0,0,-0.0356875899311051,0,0,0.120032522943505,0,0,0.0291961937016581,0,0,0.190966201860202,0,0,0,0,-0.0324699272565805,0,0,0,0,0,0,0.527025713985023,-0.0291930848482352,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.187650546544301,0,0,0,0,0,0,0,0,0,0,-0.0429423129593516,-0.0127880344464312,-0.0164235813272176
X2891.TT.EQUITY,0,0,0,0.0460834351528119,0,0,0,0,0,0,0,0,0,0,0,0,0.190926938212588,0.611553390405376,0,0,0,0,0,0,0,0,0,0.655642001174872,0,0.00934179442284989,0.022748463464369,0,0,0,0,0,-0.853298990455095,0,0,0,0,-0.198833819692526,0.275941418623933,0,0,0,0,0
X2886.TT.EQUITY,-0.193426381740866,0,0,0,0,0,0,0,0,0,0,0,0,0.0653394093689761,0,0.0945356976557711,-0.0904272537506706,0,0,0,0,0,-0.0943754651337163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165622848461715,0,0,0,0,0,0,0.777819660048734,0
X601881.CH.EQUITY,0.126153880758332,0,-0.0472788397523817,0,0,0,0,0.0126730809344668,0,0,0,0,0,0.0670027780669961,0,0,0,0,0,0,0.0744784383413142,0.186223009800581,0.22988762487335,0.03244251541815,0.286489709539155,0,0,0,0,0,0,0,0,0,-0.0873244590797567,0,0.270070991041471,0,0,0,0,0,-0.0349405269278447,0.0994530937061126,0,0,0,0
X600919.CH.EQUITY,0,0.160325842868759,0,0,0,0.149669344856469,0.552783580192784,0,-1.24136699349422,0,0,0,0,0,0,0,-0.00511940970373907,0,0.281314332486807,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0183991090425128,0,0,0,0.53418725986845,0,0,0,0,0,0,0,0,0,0.0934295235499434,0,0,0
X2884.TT.EQUITY,0,0,-0.194077940295841,0,0,0,0.327517217200263,0,0,0.0633043077750116,0,0,0,0,-0.0540523594215902,0,0.0890001672463868,-0.0721760772748972,-0.0464370512424647,0,0,0,-0.128832891894563,0,0.00736290872246265,0,0,0,0,0,0.184020350349187,0,0,0,0.246336628881918,0,0,0.145245465473406,1.73472347597681e-18,0,0,-0.0196954930076638,0,0,-0.0394267282014435,0,0,0.132317453630187
X601009.CH.EQUITY,0,0.246267990286495,0.0587395150961371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467223619817519,0,0,0,0,0,0.442008738388599,0,0.0877548746007133,0,-0.0434054862022179,0,0,-0.0577215102469416,0,0,0,0,0,0,0,0,0,0.14258983638446,0.0932767137843931,0,0,-0.264928205869815,0,2.16840434497101e-19,0,0
X600958.CH.EQUITY,0,0,0.104995139725321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996597401973699,0,0.225094231133793,0.0618961165360163,0,0,-0.0156393610672591,0,0.272998987853864,0,0,0,0.27291179399025,0,0,-0.00217799962322663,0.00901332463707325,0,0,0,0,0,0,0.0276695260499911
X2892.TT.EQUITY,0,0,0,0.0214212538864499,0.133999090573926,0,0,0,0,0,0,0.0783392888581959,0,0,0,0,0,0,0.0353096901448606,0,0,0,0.0277659731028572,0,0,0,0,0,0,0,0,0,0.0149525687095239,0.0832031738711212,0,0,0,0,0,0,0.781463009987788,-0.0394343476480902,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,-0.0412319100203219,0,0,-0.106535941552595,0.101471697635765,0,0,0,0.214043373090666,0,0,0,0,0,0,0.0392156954154957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129562718010031,0,0.110545914949587,0,-3.46944695195361e-18,0,-0.00595750870524017,0,0,0,0,0,0,0
